No,Pertanyaan dan jawaban
6,Jelaskan pengertian pH
,"Derajat keasaman atau pH adalah ukuran standar perbandingan ion H+ dan ion OH-, bila dalam keadaan normal jumlah kedua jenis ion sama disebut netral ditunjukkan dengan pH = 7. Keadaan dimana pada air lebih banyak ion H+, maka air dinyatakan asam (pH < 7) dan sebaliknya keadaan dimana pada air lebih banyak ion OH-, maka air dinyatakan basa (alkali - pH > 7)."
7,Berapa standar Ph yang dibutuhkan untuk kualitas air budidaya ?
,"Standard pH yang dibutuhkan pada sebagian besar biota air adalah 6,8 - 8,5."
8,Apa yang terjadi jika pH dibawah standart
,"Apabila air menjadi asam, pH dibawah 4 maka ikan akan mengeluarkan banyak lendir yang mengganggu pernafasan, demikian pula bila pH di atas 8"
9,Jelaskan Pengertian Alkalinasi !
,"Alkalinitas adalah kemampuan pem-bufffer-an dari ion bikarbonat, ion karbonat dan hidroksida dalam air. Ketiga ion tersebut di dalam air akan bereaksi dengan ion hidrogen sehingga dapat menurunkan keasaman atau menaikkan pH"
10,Apa yang dimaksud ammonia dalam perairan ?
,Amonia merupakan hasil katabolisme protein yang diekskresikan oleh organisme dan merupakan salah satu hasil dari penguraian zat organik oleh bakteri. Amonia di dalam air bisa terdapat dalam bentuk tak terionisasi (NH3) atau bebas.
11,Bagaimana sifat ammonia pada ikan ?
,"Sifat ammonia (NH3) pada ikan adalah dapat meningkatkan konsumsi oksigen dalam jaringan, merusak insang dan mengurangi kemampuan darah untuk mentranportasi oksigen."
12,Sebutkan efek dari Amoniak tinggi
,"Terjadinya kerusakan Insang, Laju pertumbuhan menurun, Mudah terkena penyakit, Kenaikan pH darah, Kerusakan jaringan dan organ bagian internal, Osmoregulation lemah, Kematian."
13,Mengapa kadar ammonia bisa tinggi ?
,"Pemberian pakan yang berlebih, pembusukan dari zat organik oleh bakteri, serta banyaknya fesses yang menumpuk di dasar air"
14,Bagaimana cara penanggulangan ammonia ?
,"Mengurangi jumlah pakan, pergantian air, mengurangi kepadatan ikan, pemberian aerasi, menurunkan pH kolam"
15,Mengapa plankton dibutuhkan dalam budidaya perikanan?
,Kelimpahan plankton yang terdiri dari phytoplankton dan zooplankton sangat diperlukan untuk mengetahui kesuburan suatu perairan yang akan dipergunakan dalam kegiatan budidaya
16,"Berdasarkan ukurannya, plankton dapat dibedakan menjadi berapa macam ?"
,"Macroplankton (masih dapat dilihat dengan mata telanjang/biasa/tanpa pertolongan mikroskop), Netplankton atau mesoplankton (yang masih dapat disaring oleh plankton net yang mata netnya 0,03 - 0,04 mm), Nannoplankton atau microplankton (dapat lolos dengan plankton net diatas)."
17,Sebutkan jenis-jenis plankton berdasarkan penyebaran dan daerah penyebarannya !
,"Limnoplankton (plankton air tawar/danau), Haliplankton (hidup dalam air asin), Hypalmyroplankton (khusus hidup di air payau), Heleoplankton (khusus hidup dalam kolam-kolam), Petamoplankton atau rheoplankton (hidup dalam air mengalir, sungai)."
18,Salinitas air dapat dilakukan pengukuran dengan menggunakan alat yang disebut ?
,Refraktometer atau Salinometer
19,Apa yang dimaksud absorpsi?
,Absorpsi merupakan suatu proses (penyerapan) dimana suatu partikel terperangkap kedalam struktur suatu media dan seolah-olah menjadi bagian dari keseluruhan media tersebut
20,Apa yang dimaksud filter biologi ?
,Filter biologi merupakan filter yang bekerja dengan bantuan jasad-jasad renik khususnya bakteri dari golongan pengurai amonia
21,Apa yang terjadi jika kualitas air budidaya tidak stabil ?
,"Kualitas air yang tidak stabil dalam budidaya akuakultur (budidaya organisme akuatik seperti ikan, udang, atau kerang) dapat memiliki berbagai dampak negatif pada produksi dan kesehatan organisme yang dibudidayakan, serta pada lingkungan perairan secara keseluruhan"
22,Mengapa kualitas air budidaya sangat penting?
,"Kualitas air dalam budidaya sangat penting karena air adalah lingkungan hidup utama bagi organisme yang dibudidayakan dalam budidaya akuakultur seperti ikan, udang, kerang, dan organisme akuatik lainnya. Kualitas air yang baik memiliki dampak positif besar pada pertumbuhan, kesehatan, dan produktivitas organisme tersebut, dan juga berdampak pada keberlanjutan budidaya serta lingkungan perairan."
23,Apa yang dimaksud oksigen terlarut ?
,"Oksigen terlarut adalah salah satu parameter kualitas air yang paling penting dalam budidaya akuakultur dan ekosistem air. Organisme akuatik memerlukan oksigen terlarut yang cukup untuk menjalani proses pernapasan mereka. Kekurangan oksigen terlarut dapat menyebabkan stres pada organisme, penurunan pertumbuhan, dan bahkan kematian jika tingkat oksigen terlarut sangat rendah. Oleh karena itu, pemantauan dan pengendalian tingkat oksigen terlarut adalah aspek penting dalam manajemen budidaya akuakultur dan pemeliharaan ekosistem air yang sehat"
24,Apa manfaat kincir air dalam budidaya perikanan ?
,"1. Oksigenasi Air: Kincir air dapat digunakan untuk mengoksidasi air di dalam tambak atau kolam. Ini sangat penting karena ikan, udang, dan organisme akuatik lainnya memerlukan oksigen terlarut yang cukup untuk pernapasan. Kincir air mencampurkan air dengan udara, sehingga meningkatkan kandungan oksigen terlarut dalam air. Hal ini mencegah hipoksia (kekurangan oksigen) yang dapat menyebabkan kematian ikan.
2. Pencampuran Air: Kincir air membantu mencampurkan air di seluruh tambak atau kolam. Hal ini membantu dalam penyebaran nutrisi, suhu, dan oksigen secara merata, sehingga meminimalkan zona-zona dengan kualitas air yang buruk.
3. Penghindaran Stratifikasi Termal: Pada kolam dengan kedalaman yang signifikan, stratifikasi termal dapat terjadi, yaitu perbedaan suhu yang signifikan antara lapisan air atas dan bawah. Kincir air dapat meratakan suhu air di seluruh kolam, yang penting untuk pertumbuhan dan kesehatan ikan.
4. Distribusi Pakan: Kincir air dapat membantu dalam distribusi pakan. Ini memastikan bahwa pakan tersebar merata di dalam tambak, sehingga ikan mendapatkan asupan makanan yang cukup.Pengendalian Alga dan Ganggang: Pencampuran air oleh kincir air dapat mengurangi pertumbuhan berlebihan alga dan ganggang. Ini penting karena alga yang berlebihan dapat mengurangi kualitas air dan menutupi sumber cahaya yang dibutuhkan oleh tumbuhan akuatik.
5. Pengendalian Penyakit: Kincir air dapat membantu mengurangi penyebaran penyakit dalam budidaya perikanan dengan menjaga air tetap mengalir dan tidak stagnan. Ini dapat mengurangi konsentrasi patogen dan membantu dalam pengendalian penyakit.
6. Pengurangan Kotoran dan Limbah: Kincir air juga dapat membantu dalam mengedukasi limbah organik dan kotoran dari ikan. Ini mencegah akumulasi limbah di dasar kolam yang dapat mengganggu kualitas air.
7. Pengendalian Suhu: Beberapa jenis kincir air dapat digunakan untuk mengatur suhu air dalam kolam, terutama dalam iklim yang ekstrem."
25,Apa yang dimaksud kandungan nutrien ?
,"Kandungan nutrien adalah istilah yang digunakan untuk mengacu pada jumlah dan jenis nutrisi yang terkandung dalam air, tanah, atau medium lain yang memengaruhi pertumbuhan dan perkembangan organisme hidup. Nutrien adalah senyawa kimia yang diperlukan oleh makhluk hidup untuk menjalani berbagai proses biologis, termasuk pertumbuhan, reproduksi, metabolisme, dan fungsi lainnya. Nutrien ini diperlukan dalam jumlah yang berbeda oleh berbagai organisme dan dapat berupa makronutrien (diperlukan dalam jumlah besar) atau mikronutrien (diperlukan dalam jumlah kecil)."
26,Penyakit parasit dalam budidaya perikanan dapat menimbulkan apa ?
,"1. Penurunan Pertumbuhan: Parasit dapat merusak organ internal, menyebabkan peradangan, atau menghambat penyerapan nutrisi oleh ikan. Akibatnya, ikan dapat mengalami penurunan pertumbuhan, yang berdampak pada produktivitas budidaya.
2. Stres pada Ikan: Infeksi parasit dapat menyebabkan stres pada ikan. Ikan yang stres menjadi lebih rentan terhadap infeksi penyakit lain, seperti bakteri atau virus.
3. Luka dan Kerusakan Kulit: Beberapa parasit, seperti kutu ikan, dapat menempel pada kulit ikan dan menyebabkan luka. Luka ini dapat memudahkan masuknya patogen lain atau bakteri.
4. Penurunan Kualitas Daging: Infeksi parasit dapat menyebabkan kerusakan pada jaringan otot ikan. Hal ini dapat mengurangi kualitas daging ikan yang dihasilkan, membuatnya tidak cocok untuk konsumsi atau pasar.
5. Kematian Ikan: Infeksi parasit yang parah dapat menyebabkan kematian ikan, terutama pada ikan muda atau ikan yang sudah melemah akibat infeksi.
6. Kerusakan Lingkungan: Untuk mengendalikan parasit, seringkali diperlukan penggunaan obat-obatan atau bahan kimia. Penggunaan berlebihan atau tidak bijaksana dari bahan-bahan ini dapat mencemari lingkungan air dan berdampak negatif pada ekosistem perairan.
7. Kerugian Ekonomi: Infeksi parasit dapat menyebabkan kerugian ekonomi yang signifikan bagi peternak atau produsen ikan. Penurunan pertumbuhan, kematian ikan, atau penurunan kualitas produk dapat mengakibatkan kerugian finansial yang substansial.
8. Penyakit Menular: Beberapa parasit, seperti trematoda atau protozoa, dapat memiliki siklus hidup yang melibatkan inang perantara, seperti siput atau cacing. Hal ini dapat menyebabkan penyebaran parasit antara berbagai spesies ikan dan organisme lain dalam lingkungan budidaya.
9. Penurunan Pertumbuhan: Parasit dapat merusak organ internal, menyebabkan peradangan, atau menghambat penyerapan nutrisi oleh ikan. Akibatnya, ikan dapat mengalami penurunan pertumbuhan, yang berdampak pada produktivitas budidaya.
10. Stres pada Ikan: Infeksi parasit dapat menyebabkan stres pada ikan. Ikan yang stres menjadi lebih rentan terhadap infeksi penyakit lain, seperti bakteri atau virus.
11. Luka dan Kerusakan Kulit: Beberapa parasit, seperti kutu ikan, dapat menempel pada kulit ikan dan menyebabkan luka. Luka ini dapat memudahkan masuknya patogen lain atau bakteri.
12. Penurunan Kualitas Daging: Infeksi parasit dapat menyebabkan kerusakan pada jaringan otot ikan. Hal ini dapat mengurangi kualitas daging ikan yang dihasilkan, membuatnya tidak cocok untuk konsumsi atau pasar.
13. Kematian Ikan: Infeksi parasit yang parah dapat menyebabkan kematian ikan, terutama pada ikan muda atau ikan yang sudah melemah akibat infeksi.
14. Kerusakan Lingkungan: Untuk mengendalikan parasit, seringkali diperlukan penggunaan obat-obatan atau bahan kimia. Penggunaan berlebihan atau tidak bijaksana dari bahan-bahan ini dapat mencemari lingkungan air dan berdampak negatif pada ekosistem perairan.
15. Kerugian Ekonomi: Infeksi parasit dapat menyebabkan kerugian ekonomi yang signifikan bagi peternak atau produsen ikan. Penurunan pertumbuhan, kematian ikan, atau penurunan kualitas produk dapat mengakibatkan kerugian finansial yang substansial.
16. Penyakit Menular: Beberapa parasit, seperti trematoda atau protozoa, dapat memiliki siklus hidup yang melibatkan inang perantara, seperti siput atau cacing. Hal ini dapat menyebabkan penyebaran parasit antara berbagai spesies ikan dan organisme lain dalam lingkungan budidaya."
27,Bagaimana cara pencegahan dan pengendalian hama penyakit pada budidaya perikanan ?
,"Pencegahan dan pengendalian penyakit parasit dalam budidaya perikanan melibatkan berbagai tindakan, termasuk pengamatan rutin terhadap ikan, pemantauan kualitas air, sanitasi kolam atau tangki, penggunaan obat-obatan atau perawatan kimia yang sesuai, dan praktik manajemen yang baik. Upaya pencegahan yang efektif dan pemantauan teratur dapat membantu mengurangi dampak negatif penyakit parasit pada budidaya perikanan."
28,Mengapa ikan mengambang dipermukaan air setelah turun hujan ?
,"1. Pencemaran Air: Setelah hujan lebat, air permukaan sering kali membawa berbagai bahan organik seperti daun, ranting, dan serpihan lain yang hanyut dari daratan ke perairan. Peningkatan bahan organik ini dapat mengakibatkan penurunan oksigen terlarut dalam air di daerah tertentu. Ikan mungkin naik ke permukaan untuk mendapatkan oksigen yang lebih banyak karena kadar oksigen di atas lebih tinggi daripada di bawah.
2. Penyaringan Partikel Makanan: Hujan dapat mencuci berbagai bahan organik ke dalam air, termasuk serangga, cacing, atau mikroorganisme lainnya. Ikan mungkin naik ke permukaan untuk memanfaatkan sumber makanan yang baru datang ini.
3. Suhu Air: Hujan sering kali dapat memengaruhi suhu air. Suhu air yang lebih dingin di bawah permukaan bisa menjadi kurang nyaman bagi ikan yang lebih suka suhu yang lebih hangat. Oleh karena itu, mereka mungkin naik ke permukaan untuk mencari suhu yang lebih sesuai dengan preferensi mereka.
4. Akses ke Oksigen Tambahan: Ikan dapat mencari oksigen tambahan di permukaan air, terutama jika oksigen terlarut di dalam air menurun setelah hujan. Ini dapat membantu mereka menjaga tingkat oksigen dalam darah mereka yang cukup untuk pernapasan.
5. Insting Alami: Beberapa jenis ikan memiliki kecenderungan alami untuk mendekati permukaan air dalam kondisi tertentu. Ini dapat terkait dengan perilaku seperti makan, pemijahan, atau komunikasi antarindividu."
29,Apa tujuan pengapuran kolam ?
,"1. Penstabilan pH: Pengapuran digunakan untuk menaikkan pH air. Air dengan pH yang rendah (asam) dapat merusak kesehatan ikan dan organisme akuatik lainnya. Pengapuran membantu menjaga pH air dalam kisaran yang sesuai untuk pertumbuhan dan perkembangan organisme yang dibudidayakan.
2. Peningkatan Kualitas Air: Kalsium yang terkandung dalam kapur dapat mengendapkan partikel-partikel suspensi dalam air seperti lumpur atau endapan organik. Ini membantu meningkatkan kejernihan air dan mengurangi kekeruhan air di dalam kolam atau tambak.
3. Meningkatkan Ketersediaan Nutrien: Pengapuran juga dapat meningkatkan ketersediaan nutrien penting, seperti fosfor, dalam air. Nutrien ini dapat digunakan oleh fitoplankton dan tanaman akuatik sebagai sumber makanan. Ini membantu dalam mendukung produktivitas ekosistem perairan.
4. Meningkatkan Ketersediaan Kalsium: Kapur mengandung kalsium, yang penting untuk perkembangan tulang dan kerangka ikan. Pemberian kalsium tambahan dapat membantu mencegah masalah seperti deformitas tulang atau hiperparatiroidisme pada ikan.
5. Mengurangi Toksisitas Logam Berat: Pengapuran dapat mengurangi toksisitas logam berat seperti aluminium atau besi dengan mengendapkan mereka. Ini dapat membantu melindungi organisme akuatik dari dampak negatif logam berat.
6. Pengendalian Penyakit: Lingkungan air yang lebih baik dan stabil dapat membantu mengurangi risiko infeksi penyakit pada ikan. pH yang sesuai dan kondisi air yang baik dapat meningkatkan sistem kekebalan tubuh ikan.
7. Kemudahan Pengolahan: Air yang berkualitas baik lebih mudah untuk diolah dan diatur. Ini dapat membantu dalam manajemen budidaya, seperti penggunaan filter dan sistem pengolahan air tambahan.
8. Pengendalian Ganggang Berlebihan: Peningkatan pH yang disebabkan oleh pengapuran dapat menghambat pertumbuhan ganggang berlebihan. Ganggang yang tumbuh berlebihan dapat mengganggu kualitas air dan keberlanjutan budidaya."
30,Apa yang terjadi jika pengapuran kolam tidak sesuai ukuran/ dosis ?
,"1. Kenaikan pH yang Berlebihan: Kapur digunakan untuk menaikkan pH air, tetapi jika terlalu banyak kapur ditambahkan, pH dapat meningkat secara drastis. pH yang sangat tinggi (alkalis) dapat merusak kesehatan ikan dan organisme akuatik lainnya. Ikan mungkin mengalami stres, mengalami luka pada kulit atau insang, dan mengalami gangguan dalam fungsi metabolisme.
2. Gangguan pada Keberlanjutan Ekosistem: Kenaikan pH yang ekstrem dapat mengganggu keseimbangan ekosistem perairan, terutama jika memengaruhi organisme yang sensitif terhadap perubahan pH. Ini dapat menyebabkan kematian massal organisme akuatik, termasuk ikan, fitoplankton, dan zooplankton.
3. Kehilangan Nutrien: Terlalu banyak kapur dapat mengikat fosfor dalam air dan mengurangi ketersediaannya. Fosfor adalah nutrien penting untuk pertumbuhan tanaman akuatik dan fitoplankton. Jika ketersediaan fosfor berkurang, produktivitas ekosistem perairan dapat menurun.
4. Kerugian Ekonomi: Terlalu banyak pengapuran yang mengakibatkan masalah kesehatan ikan atau penurunan produktivitas dapat menyebabkan kerugian ekonomi yang signifikan bagi peternak atau produsen ikan.
5. Kualitas Air yang Buruk: Hasil akhir dari pengapuran yang berlebihan mungkin adalah buruknya kualitas air di dalam kolam atau tambak. Air menjadi tidak sesuai untuk pertumbuhan dan perkembangan organisme yang dibudidayakan."
31,Mengapa unsur nitrogen penting di perairan !
,"Nitrogen adalah salah satu unsur penting yang dibutuhkan oleh organisme akuatik, terutama dalam bentuk nitrat dan nitrit yang digunakan oleh fitoplankton dan tumbuhan akuatik dalam fotosintesis."
32,Jelaskan mengenai bakteri aeromonas !
,"Bakteri Aeromonas adalah kelompok bakteri gram-negatif yang umumnya ditemukan di lingkungan air tawar dan lingkungan akuatik lainnya. Kelompok bakteri ini termasuk dalam famili Aeromonadaceae dan genus Aeromonas. Bakteri Aeromonas dapat memiliki berbagai spesies yang berbeda, dan beberapa di antaranya adalah organisme patogenik yang dapat menyebabkan penyakit pada ikan dan organisme akuatik lainnya."
33,Sebutkan karakteristik bakteri aeromonas !
,"1. Gram-Negatif: Bakteri Aeromonas memiliki selaput luar tipis yang mewarnai dengan pewarna gram, sehingga mereka diklasifikasikan sebagai bakteri gram-negatif.
2. Aerobik: Sebagian besar spesies bakteri Aeromonas adalah bakteri aerobik, yang berarti mereka memerlukan oksigen untuk pertumbuhan dan metabolisme.
3. Fakultatif Anaerobik: Beberapa spesies Aeromonas juga dapat tumbuh dalam kondisi anaerobik jika oksigen tidak tersedia secara mencukupi.
4. Bentuk Batang: Bakteri Aeromonas biasanya memiliki bentuk batang atau silinder.
5. Motil: Sebagian besar spesies Aeromonas adalah motil, yang berarti mereka memiliki flagela yang memungkinkan mereka bergerak di dalam air."
34,Sebutkan spesies bakteri aeromonas !
,"1. Aeromonas hydrophila: Spesies ini adalah salah satu yang paling banyak ditemukan dan paling terkenal dalam genus Aeromonas. Aeromonas hydrophila dapat menjadi patogen pada ikan dan menyebabkan berbagai penyakit ikan. Selain itu, ia juga dapat menyebabkan infeksi pada manusia, terutama pada orang-orang dengan sistem kekebalan tubuh yang lemah.
2. Aeromonas salmonicida: Spesies ini biasanya menyebabkan penyakit pada ikan salmon dan trout, khususnya pada spesies yang hidup di perairan tawar. Aeromonas salmonicida adalah penyebab dari penyakit ikan yang dikenal sebagai ""furunculosis.""
3. Aeromonas caviae: Ini adalah spesies Aeromonas yang sering ditemukan di lingkungan akuatik dan dalam saluran pencernaan manusia. Meskipun umumnya dianggap sebagai bakteri non-patogenik pada manusia, Aeromonas caviae dapat menyebabkan masalah kesehatan pada orang-orang dengan sistem kekebalan tubuh yang lemah.
4. Aeromonas veronii: Ini adalah spesies lain dari genus Aeromonas yang ditemukan di air tawar dan lingkungan akuatik lainnya. Beberapa varian dari Aeromonas veronii dapat menjadi patogen pada ikan dan menyebabkan berbagai penyakit ikan.
5. Aeromonas sobria: Spesies ini juga ditemukan di berbagai habitat akuatik dan di dalam sistem pencernaan manusia. Seperti sebagian besar spesies Aeromonas, Aeromonas sobria biasanya dianggap sebagai bakteri yang kurang patogenik pada manusia."
35,Jelaskan Penyakit ikan bintik putih !
,"Penyakit ikan bintik putih, juga dikenal sebagai ""Ich"" (Ichthyophthirius multifiliis) atau ""White Spot Disease,"" adalah penyakit umum pada ikan air tawar dan air laut. Penyakit ini disebabkan oleh protozoa parasit bernama Ichthyophthirius multifiliis. Penyakit ini dapat sangat merugikan bagi ikan dan dapat menjadi masalah serius dalam budidaya perikanan."
36,Sebutkan gejala ikan yang terserang penyakit bintik putih !
,"1. Bintik Putih: Gejala utama penyakit ini adalah munculnya bintik-bintik putih seperti garam pada kulit, sirip, dan insang ikan. Bintik-bintik ini adalah cista parasit yang menyebabkan iritasi pada kulit ikan.
2. Perilaku Abnormal: Ikan yang terinfeksi biasanya akan terlihat stres dan cenderung menggosok-gosokkan tubuh mereka pada benda-benda di dalam akuarium atau kolam. Mereka juga mungkin kehilangan nafsu makan.
3. Pernapasan Cepat: Ikan yang terinfeksi dapat menunjukkan pernapasan yang lebih cepat karena iritasi pada insang mereka.
4. Kulit Mengelupas: Selama perkembangan penyakit, bintik-bintik putih akan pecah dan meninggalkan luka pada kulit ikan yang dapat tampak seperti lapisan kulit yang terkelupas."
37,Apa penyebab ikan terkena penyakit bintik putih ?
,Penyakit ini disebabkan oleh protozoa parasit Ichthyophthirius multifiliis yang menyerang ikan. Parasit ini memiliki siklus hidup yang melibatkan tahapan berenang bebas dan tahapan cista yang melekat pada kulit atau insang ikan.
38,Bagaimana cara pengobatan dan pencegahan penyakit ikan yang terserang bintik putih ?
,"1. Isolasi: Ikan yang terinfeksi harus diisolasi dari ikan lainnya untuk mencegah penyebaran penyakit.
2. Penggunaan Obat: Terdapat berbagai jenis obat yang tersedia untuk mengobati penyakit ikan bintik putih. Obat-obatan ini harus digunakan sesuai dengan petunjuk dan dosis yang tepat.
3. Peningkatan Suhu: Meningkatkan suhu air secara perlahan dalam kolam atau akuarium dapat membantu mempercepat siklus hidup parasit, yang membuatnya lebih rentan terhadap pengobatan.
4. Perawatan Karantina: Sebelum memasukkan ikan baru ke dalam kolam atau akuarium yang ada, disarankan untuk menjalani periode karantina untuk memastikan mereka bebas dari penyakit.
5. Pemantauan dan Perawatan Lingkungan: Memastikan kualitas air yang baik, menjaga keseimbangan biologis dalam akuarium atau kolam, dan memberikan perawatan yang baik untuk ikan dapat membantu mencegah infeksi penyakit ikan bintik putih."
39,Kutu jarum ikan
,"Penyakit ikan kutu jarum, juga dikenal sebagai ""Argulus"" atau ""Fish Louse,"" adalah kondisi yang disebabkan oleh parasit jenis kutu air yang dikenal sebagai Argulus spp. Parasit ini menyerang ikan dan organisme akuatik lainnya"
40,Penyebab penyakit kutu ikan
,Penyakit ikan kutu jarum disebabkan oleh parasit Argulus spp. Parasit ini adalah jenis kutu air yang dapat menempel pada ikan dan menghisap darah serta jaringan tubuh ikan sebagai sumber makanan.
41,Saprolegnia sp
,"Saprolegnia adalah genus dari jamur air yang termasuk dalam kelompok oomycetes (oomiseta). Saprolegnia adalah organisme eukariotik dan merupakan patogen utama yang dapat menginfeksi ikan air tawar, ikan laut, amfibi, serta organisme akuatik lainnya. Genus ini mencakup banyak spesies, dan beberapa di antaranya adalah penyebab penyakit pada organisme akuatik"
42,Sebutkan ciri-ciri umum penyakit saprolegnia !
,"1. Filamen Tipis: Saprolegnia memiliki tubuh berupa filamen yang tipis dan berbentuk seperti benang yang tumbuh di permukaan organisme inangnya atau substrat yang terendam air.
2. Hifa: Filamen tersebut terdiri dari sel-sel berbentuk hifa yang menghasilkan struktur seperti benang.
3. Oospora: Selama siklus hidupnya, Saprolegnia menghasilkan spora yang disebut oospora, yang dapat menjadi tahapan resisten yang bertahan dalam lingkungan yang tidak menguntungkan.
4. Hifa Penetrasi: Saprolegnia menggunakan hifa untuk menembus jaringan inang dan mengakibatkan kerusakan. Infeksi Saprolegnia biasanya dimulai dengan adanya benang putih yang tampak menempel pada inang, kemudian berkembang menjadi lapisan benang tipis yang lebih tebal."
43,Gejala umum saprolegniasis
,"1. Pembentukan lapisan benang putih atau abu-abu pada kulit, sirip, atau organ dalam ikan.
2. Luka atau kerusakan pada kulit dan insang.
3. Penurunan aktivitas dan nafsu makan.
4. Perilaku menggosok-gosokkan tubuh pada benda-benda di dalam akuarium atau kolam.
5. Infeksi jamur sekunder oleh bakteri atau jamur lainnya."
44,Mengapa pertumbuhan alga harus dikontrol
,"Pertumbuhan alga harus dikontrol dalam ekosistem air, terutama dalam kolam, akuarium, dan tambak, karena pertumbuhan alga yang berlebihan dapat menyebabkan sejumlah masalah dan dampak negatif,"
45,Tindakan yang dapat diambil untuk pengontrolan pertumbuhan alga
,"pemantauan dan perawatan lingkungan yang baik, penggunaan alat pengeringan, penggunaan produk kimia, pengaturan cahaya yang tepat, pengaturan nutrisi, dan pemilihan tanaman atau organisme yang bersaing dengan alga untuk sumber daya seperti nutrien dan cahaya."
46,Jelaskan probiotik menurut fungsinya
,"1. Probiotika pengurai pupuk organik sebelum dimasukkan ke tambak 
2. Probiotika pengurai limbah organik di dalam tambak
3. Probiotika yang membantu pencernaan pakan buatan di dalam tubuh udang"
47,Apa saja probiotika pengurai limbah organik di dalam tambak
,"1. Bakteri fotosintetik bakteri Chtinioclastic, Lipolitic, Cellullolityc,
2. Proteolitic bacteria.
3. Molase sebagai sumber Karbon
4. Tepung ikan sebagai sumber protein
5. Zeolite sebagai pemberat dan pori-pori penyerap bakteri
6. Pengadukan tanpa aerasi karena bakteri aerobik fakultatif"
48,"Probiotika yang membantu pencernaan pakan buatan di dalam tubuh
 udang"
,"1. Bakteri Lactobaccillus
2. Gula dan air sebagai medium pertumbuhan
3. Tepung ikan sebagai sumber protein
4. Kanji sebagai medium pengikat untuk dilapisi di pakan (pelet)"
49,Apa yang disebut probiotik ?
